id HYSS litter adj_age adj_bf
LLCFJYA18339112 11201822 11183391 173.84374137931 19.348384747438
LLCFJYA17173511 11201812 11171735 165.615472134595 9.44810242341107
LLCFJYA16286602 11201711 11162866 141.273723948812 12.8558809977135
LLCFJYA18572201 11201831 11185722 156.109233082707 17.9145086276925
LLCFJYA17193812 11201812 11171938 173.258521337947 10.3297783702716
LLCFJYA16736103 11201631 11167361 138.180168110919 10.2111920874544
LLCFJYA17651712 11201732 11176517 182.762235294118 10.5286191473702
LLCFJYA17287902 11201821 11172879 172.961652173913 7.57363531135081
LLCFJYA17575315 11201732 11175753 160.56180876494 14.9421491587523
LLCFJYA16050914 11201632 11160509 155.924064239829 14.4212635061779
LLCFJYA17537205 11201721 11175372 137.6882 11.3205331373495
LLCFJYA18682605 11201841 11186826 146.044448275862 10.9432150781796
LLCFJYA18394702 11201821 11183947 138.191214592275 12.1084644170222
LLCFJYA18725503 11201941 11187255 163.65868707483 13.6258857569363
LLCFJYA17548101 11201721 11175481 137.209927444795 15.1547465319469
LLCFJYA15473002 11201611 11154730 165.885990176817 12.0938988857135
LLCFJYA15201502 11201531 11152015 138.103376237624 17.3358703094079
LLCFJYA15275101 11201541 11152751 151.472762295082 8.90228049950108
LLCFJYA18740603 11201941 11187406 141.036477386935 12.6724282731977
LLCFJYA17141104 11201811 11171411 162.157097560976 14.6531727754502
LLCFJYA17406002 11201721 11174060 152.867213592233 8.75143385839095
LLCFJYA20834405 11202021 11208344 149.055285714286 14.320206369084
LLCFJYA16217611 11201742 11162176 142.699328185328 12.5622690922696
LLCFJYA18819113 11201912 11188191 152.371077625571 12.8210787572575
LLCFJYA18824307 11201912 11188243 155.59464516129 14.6733418548502
LLCFJYA17250111 11201812 11172501 162.596056892779 15.2711819669535
LLCFJYA18315913 11201822 11183159 185.658028103045 9.31657555092149
LLCFJYA17256415 11201812 11172564 158.374086767896 10.816625660891
LLCFJYA17726111 11201742 11177261 151.714534759358 13.4157901571225
LLCFJYA18294509 11201822 11182945 160.179217391304 13.5412629312363
LLCFJYA17086717 11201842 11170867 162.939373134328 13.8299438809659
LLCFJYA18301307 11201822 11183013 175.462497854077 9.63409832668497
LLCFJYA17508013 11201722 11175080 157.178092664093 9.66328391713043
LLCFJYA18627905 11201832 11186279 154.309887662989 8.02329757802262
LLCFJYA17073714 11201842 11170737 168.255150442478 13.2292589233314
LLCFJYA16784715 11201632 11167847 155.5205913371 12.8300598091586
LLCFJYA15282113 11201542 11152821 167.942400954654 11.0294380990645
LLCFJYA18544807 11201832 11185448 164.309929592959 13.1590511065117
LLCFJYA17511815 11201722 11175118 154.28233976834 17.3939110508348
LLCFJYA18394110 11201822 11183941 170.116785782901 10.5801331285202
LLCFJYA18439209 11201832 11184392 156.505743119266 13.7980234162846
LLCFJYA15260612 11201532 11152606 172.055614123581 11.0049264661381
LLCFJYA17271611 11201812 11172716 153.140459143969 9.73613532488338
LLCFJYA18348904 11201822 11183489 155.5205913371 16.9809615121216
LLCFJYA17062511 11201842 11170625 193.649593220339 9.75787627335897
LLCFJYA15137613 11201522 11151376 153.320954436451 14.8839894093369
LLCFJYA17043815 11201842 11170438 147.953981532779 13.8845585270797
LLCFJYA15189013 11201532 11151890 162.946075471698 12.3506429994566
LLCFJYA17075811 11201842 11170758 134.873677419355 14.6068412991399
LLCFJYA16088114 11201642 11160881 143.540912181303 12.297715515268
LLCFJYA17575211 11201732 11175752 143.531826825127 12.7954836312595
LLCFJYA15301312 11201642 11153013 145.570179775281 12.6663261136085
LLCFJYA18486909 11201832 11184869 168.043545454545 12.4455456387231
LLCFJYA18833606 11201912 11188336 158.767398058252 11.6613836241358
LLCFJYA15255014 11201532 11152550 163.998204131227 15.9289610465456
LLCFJYA17112614 11201812 11171126 148.043574861368 14.8234766623324
LLCFJYA17013911 11201842 11170139 137.533183673469 12.3174899654254
LLCFJYA18764409 11201942 11187644 159.016227171492 14.424045535091
LLCFJYA18725410 11201942 11187254 172.55034085213 8.70125729411057
LLCFJYA15181012 11201522 11151810 161.959838837517 16.2134531418085
LLCFJYA17641215 11201732 11176412 158.796483156882 13.4907428997808
LLCFJYA18353107 11201822 11183531 169.547460803059 14.3606078858361
LLCFJYA18819408 11201912 11188194 175.998234234234 8.97269717201324
LLCFJYA20025211 11202032 11200252 175.485193415638 13.2593493508432
LLCFJYA17180514 11201812 11171805 158.287279352227 11.1292660236008
LLCFJYA18629508 11201842 11186295 157.341804878049 10.7401124604262
LLCFJYA17781115 11201742 11177811 158.437553719008 9.28766918044249
LLCFJYA17495117 11201722 11174951 151.918587155963 14.7178916440369
LLCFJYA17526614 11201722 11175266 154.418676258993 13.5329432825394
LLCFJYA17614311 11201732 11176143 154.57586984418 12.8666992839034
LLCFJYB20387704 12202142 12203877 167.097902439024 9.66610121438359
LLCFJYA15261015 11201532 11152610 147.28882447342 14.7428092996166
LLCFJYA16331614 11201712 11163316 152.890050420168 8.38978835710298
LLCFJYA17793711 11201742 11177937 153.487631840796 14.9277561046092
LLCFJYA17058211 11201842 11170582 154.480086956522 13.098296919241
LLCFJYA17635711 11201732 11176357 161.680019417476 11.6613836241358
LLCFJYA18348905 11201822 11183489 153.494147737765 15.735832997357
LLCFJYA15242113 11201532 11152421 169.403214536928 17.4882920498787
LLCFJYA17651511 11201732 11176515 142.956528735632 14.8636854094233
LLCFJYA17651413 11201732 11176514 170.148042553191 7.43158814160201
LLCFJYB20227008 12202032 12202270 155.62413215859 17.6738192636668
LLCFJYA19620308 11202012 11196203 150.544593607306 9.61580906794309
LLCFJYB20216708 12202032 12202167 149.232543046358 10.3408507693127
LLCFJYA18693408 11201842 11186934 161.130740088106 15.368538490145
LLCFJYA18753405 11201942 11187534 139.464769230769 10.8495668154371
LLCFJYA18841314 11201912 11188413 150.906554194156 10.3867385641822
LLCFJYA19526510 11202042 11195265 153.263773755656 11.8006853226728
LLCFJYA18638713 11201842 11186387 147.835229050279 11.1979406584474
LLCFJYA17177114 11201812 11171771 146.589367647059 12.9011283057575
LLCFJYA17789012 11201742 11177890 149.870873822976 14.1508012601014
LLCFJYA17215411 11201812 11172154 162.807103448276 12.5211331616422
LLCFJYA18841310 11201912 11188413 153.021699711261 10.5998694212564
LLCFJYA18621110 11201832 11186211 174.540806526807 11.5934466700331
LLCFJYA19434013 11202042 11194340 190.73976419214 11.4000339515342
LLCFJYA16135812 11201742 11161358 154.658308943089 11.1730324927493
LLCFJYA17546215 11201722 11175462 147.748589041096 18.062814802481
LLCFJYA17761211 11201742 11177612 149.881537313433 12.1530561462245
LLCFJYA16214213 11201742 11162142 147.23026984127 10.9154780771263
LLCFJYA19392410 11201932 11193924 160.144776794494 13.7733657096605
LLCFJYA18376816 11201822 11183768 191.447707865169 13.4298868006283
LLCFJYA18750512 11201942 11187505 171.581567567568 13.4964075767472
LLCFJYA16779203 11201631 11167792 137.159858131488 13.4181978667415
LLCFJYA19627406 11202012 11196274 194.221741935484 9.84378518839324
LLCFJYA17741313 11201742 11177413 143.78547766323 10.3560957273525
LLCFJYA18725501 11201941 11187255 157.828564766839 10.3427239701145
LLCFJYA18570612 11201832 11185706 142.712412698413 15.9334275800026
LLCFJYA17627513 11201732 11176275 159.930584887144 9.81941738345293
LLCFJYA18697306 11201842 11186973 143.106105263158 13.183338650139
LLCFJYA17100105 11201811 11171001 156.008136150235 11.3043354173542
LLCFJYA17287911 11201822 11172879 158.142571428571 13.2566253763016
LLCFJYA18708507 11201942 11187085 133.091943615257 7.50381309768793
LLCFJYA16096101 11201641 11160961 156.044465851172 14.2564522815576
LLCFJYA16756114 11201632 11167561 137.608642857143 12.7223084594372
LLCFJYA18443809 11201832 11184438 149.348203655352 15.7312523791397
LLCFJYA20014708 11202032 11200147 152.596191780822 17.3867843590167
LLCFJYA17531903 11201721 11175319 148.492982378855 14.1867481510707
LLCFJYA18501112 11201832 11185011 137.702552188552 10.9986078696311
LLCFJYA16257212 11201712 11162572 138.933550982226 13.1235312797714
LLCFJYA16077402 11201641 11160774 148.496399061033 13.1883913202465
LLCFJYA17591318 11201732 11175913 194.206592592593 8.57741801577418
LLCFJYA20386604 11202112 11203866 201.58773988799 11.4842466981414
LLCFJYA17086502 11201841 11170865 172.033513368984 10.6557509357061
LLCFJYA15262713 11201542 11152627 158.84188671024 17.705246280818
LLCFJYA19133007 11201922 11191330 180.960428571429 12.9001104547856
LLCFJYA17249516 11201812 11172495 166.922665105386 13.9748633263822
LLCFJYA17032914 11201842 11170329 150.237282442748 15.2896452851131
LLCFJYA19369212 11201932 11193692 153.913029126214 15.5485114988478
LLCFJYA20286812 11202112 11202868 187.082041237113 12.0498978218611
LLCFJYA17120611 11201812 11171206 162.800749482402 9.30626032127308
LLCFJYA18584508 11201832 11185845 154.960534653465 10.8945501605713
LLCFJYB19362310 12202012 12193623 165.414457665904 16.1723309265281
LLCFJYA17491811 11201722 11174918 158.350557059961 9.68139436817692
LLCFJYA17574511 11201732 11175745 162.224204081633 16.3158466169866
LLCFJYB20255812 12202042 12202558 157.219526770294 16.7399529866096
LLCFJYA20344114 11202112 11203441 182.683306930693 15.351411589896
LLCFJYA18808201 11201911 11188082 140.47615944399 10.7337929848424
LLCFJYA17614312 11201732 11176143 155.052674033149 11.0778715989814
LLCFJYA18759902 11201941 11187599 145.25174168798 12.8889223334933
LLCFJYA18836705 11201911 11188367 150.311883882149 13.0912719069929
LLCFJYA17756711 11201742 11177567 136.764208159867 11.7198881821497
LLCFJYA16632914 11201622 11166329 146.629664845173 14.0657826106175
LLCFJYA15182116 11201522 11151821 164.410957123098 14.6197249223038
LLCFJYA17092813 11201842 11170928 153.662288973384 12.3770446482053
LLCFJYA18493213 11201832 11184932 154.054076335878 16.2452481154326
LLCFJYA18772206 11201912 11187722 179.817435114504 7.64482264255654
LLCFJYA18400309 11201822 11184003 147.803974070873 14.7574255345965
LLCFJYA17010013 11201842 11170100 138.664974025974 14.6992056277912
LLCFJYA16377414 11201712 11163774 143.407412625801 11.0090130089242
LLCFJYA17050211 11201842 11170502 141.684549084859 10.0374853256689
LLCFJYA18423211 11201822 11184232 156.692410117435 14.4984431872999
LLCFJYA16712812 11201632 11167128 147.374687022901 12.7095176432502
LLCFJYA17041914 11201842 11170419 170.6370248307 10.1162487080455
LLCFJYA17575416 11201732 11175754 178.904697674419 9.25398869170912
LLCFJYA18668410 11201842 11186684 164.659901639344 11.9861308864631
LLCFJYA20831111 11202022 11208311 158.77548409894 15.8721065957173
LLCFJYB20409504 12202112 12204095 148.463631449631 13.5100745524857
LLCFJYA16256412 11201712 11162564 142.778818355641 14.3606078858361
LLCFJYA15252014 11201532 11152520 143.502802336904 18.5161062113852
LLCFJYA18779609 11201942 11187796 146.691586206897 12.9885177890458
LLCFJYA17066811 11201842 11170668 174.554415704388 8.04320747372519
LLCFJYA17510515 11201722 11175105 155.808230769231 11.5527186320645
LLCFJYA18478009 11201832 11184780 180.200974789916 11.5359589910166
LLCFJYB20037204 12202022 12200372 163.169131264916 16.0104746599323
LLCFJYA18884408 11201912 11188844 180.349820895522 14.8095323418742
LLCFJYA17628915 11201732 11176289 148.455615452151 11.4583884315147
LLCFJYB20319708 12202142 12203197 179.124416666667 17.580662538388
LLCFJYA19369310 11201932 11193693 165.560038543897 10.468769063744
LLCFJYA19259109 11201932 11192591 157.348476843911 19.8160780552892
LLCFJYA17086111 11201842 11170861 160.60272651357 11.4661252080916
LLCFJYA17235615 11201812 11172356 156.04131092437 11.5359589910166
LLCFJYA20931819 11202022 11209318 175.998649122807 9.51003015394382
LLCFJYA15229213 11201532 11152292 175.836929936306 17.8053107620852
LLCFJYB20201401 12202031 12202014 147.577550308008 12.0977975791813
LLCFJYA19789511 11202022 11197895 191.481652495379 10.098493476214
LLCFJYA18100001 11201921 11181000 168.061982986767 11.3753533830538
LLCFJYA20882001 11202021 11208820 145.772350892099 14.3031235049423
LLCFJYA17570011 11201732 11175700 181.68611201867 11.6064708195248
LLCFJYA16751313 11201632 11167513 156.595837381204 13.9137683007703
LLCFJYA17459513 11201722 11174595 151.790679841897 13.8392575228436
LLCFJYA17597811 11201732 11175978 157.061348484848 13.2801726116697
LLCFJYA18502405 11201832 11185024 187.026254901961 8.51681092857564
LLCFJYA18830912 11201912 11188309 157.815627670397 11.1840279486296
LLCFJYA20831117 11202022 11208311 157.036413793103 13.2482881448267
LLCFJYA15166413 11201522 11151664 194.050111111111 9.19087167230963
LLCFJYA18489109 11201832 11184891 160.00326507019 14.1169071253466
LLCFJYA18433302 11201821 11184333 143.507722972973 14.4778871660902
LLCFJYA16325117 11201712 11163251 150.575440677966 9.51578570332088
LLCFJYA15282516 11201542 11152825 158.9280969163 13.3925835414121
LLCFJYA17180015 11201812 11171800 154.621645875252 12.07009686998
LLCFJYA18380909 11201822 11183809 168.591437858509 14.3606078858361
LLCFJYA17185415 11201812 11171854 171.042634361233 8.78202199436859
LLCFJYA17044112 11201842 11170441 158.691948717949 17.4215642513515
LLCFJYB19384013 12202012 12193840 143.235682847896 12.5363511011307
LLCFJYA18511911 11201832 11185119 140.680666666667 10.2026910257993
LLCFJYA16747802 11201631 11167478 149.357826003824 13.0324233599158
LLCFJYA18902308 11201912 11189023 156.583543147208 13.1915238422629
LLCFJYA18825009 11201912 11188250 148.298684684685 13.5566198661593
LLCFJYA16363103 11201711 11163631 136.506289256198 11.6781469401294
LLCFJYA18575807 11201831 11185758 140.212272443404 11.8479618315473
LLCFJYA17444002 11201721 11174440 146.322852551985 14.2191917288172
LLCFJYA15304512 11201642 11153045 146.146038834951 9.13475050557306
LLCFJYA16544402 11201621 11165444 189.443574002574 7.47903580043925
LLCFJYA15256612 11201532 11152566 156.819291005291 9.82292593160558
LLCFJYB20079205 12202021 12200792 149.203200532387 12.0510002281889
LLCFJYA18642812 11201842 11186428 151.393921259843 7.87799647333556
LLCFJYA18379908 11201822 11183799 159.33437037037 13.9219781700579
LLCFJYA16186001 11201741 11161860 141.950487666034 11.4163371553642
LLCFJYA15268214 11201542 11152682 165.179865384615 13.7331387620644
LLCFJYA17126118 11201812 11171261 167.226719298246 14.2103898852034
LLCFJYA17666417 11201732 11176664 154.692383128295 13.2325065106946
LLCFJYA17467412 11201722 11174674 184.7465 14.8806337394227
LLCFJYA16363002 11201711 11163630 158.750523809524 14.4656486309343
LLCFJYA18582004 11201831 11185820 168.022419624217 14.5797501552902
LLCFJYB20401211 12202111 12204012 158.761535714286 11.943122518555
LLCFJYA18579301 11201831 11185793 179.460274376417 10.1319186127069
LLCFJYB19329906 12202011 12193299 170.740778761062 13.0897149641232
LLCFJYA20837204 11202021 11208372 137.786918367347 10.396867490808
LLCFJYA16077901 11201641 11160779 153.115852652259 16.7151448013926
LLCFJYB20462411 12202111 12204624 162.028711487088 12.6292945396572
LLCFJYB20280901 12202041 12202809 156.567494023904 14.3456721654735
LLCFJYA15218101 11201531 11152181 139.520268292683 11.6654285310946
LLCFJYA17060406 11201841 11170604 161.565623115578 11.0523196636321
LLCFJYA15125802 11201521 11151258 160.542678183613 11.2613955837378
LLCFJYA18496204 11201831 11184962 142.929143908422 14.0364985186401
LLCFJYA17140202 11201811 11171402 166.459446601942 11.6685784778546
LLCFJYA15267701 11201541 11152677 147.781534979424 13.2512832731976
LLCFJYA18502501 11201831 11185025 141.178692307692 12.4607773017851
LLCFJYA17004002 11201841 11170040 144.306271966527 10.9739935903071
LLCFJYA15357001 11201611 11153570 157.895642475987 8.29474945380224
LLCFJYA16043101 11201631 11160431 150.369149606299 11.9194417242569
LLCFJYA18462004 11201831 11184620 137.702697065821 12.0278539055442
LLCFJYA17058001 11201841 11170580 179.723080924855 9.17234566829131
LLCFJYA16705202 11201631 11167052 148.779041431262 9.16218577573487
LLCFJYA18517903 11201832 11185179 169.314341296928 15.8571506879351
LLCFJYA20020105 11202031 11200201 154.527069210293 13.925600263685
LLCFJYA18617504 11201831 11186175 179.256051020408 8.79950727776918
LLCFJYA15242114 11201532 11152421 150.999567010309 15.8605492698001
LLCFJYA18309412 11201822 11183094 153.96947309833 14.8768393106241
LLCFJYA17657314 11201732 11176573 174.654860215054 12.8721382962155
LLCFJYA15209612 11201532 11152096 135.906452830189 15.8778941590816
LLCFJYA17105112 11201812 11171051 150.265838235294 12.9011283057575
LLCFJYA17184114 11201812 11171841 150.019882352941 19.620187057874
LLCFJYB19281101 12202041 12192811 170.22470514064 12.4350358249864
LLCFJYA19786709 11202011 11197867 141.795811715481 7.42854950728483
LLCFJYB19334007 12202011 12193340 156.31998089172 12.0687966898367
LLCFJYA18842713 11201912 11188427 158.900319845857 11.574289315222
LLCFJYB20010407 12202021 12200104 154.274178005592 15.8074856318022
LLCFJYA18806307 11201911 11188063 168.228974683544 9.4660286986049
LLCFJYA17780001 11201741 11177800 133.042544401544 13.2885667132909
LLCFJYA17024701 11201841 11170247 143.510709543568 11.7244435987092
LLCFJYA18735305 11201941 11187353 135.794076923077 13.2395758831467
LLCFJYA19217101 11201921 11192171 146.297331168831 13.1185269711154
LLCFJYA17517801 11201721 11175178 146.774905579399 15.5680256790285
LLCFJYB19275603 12202041 12192756 164.01999543379 15.4136566976191
LLCFJYA16389204 11201711 11163892 144.740530516432 16.0144751745851
LLCFJYA15285601 11201641 11152856 139.924215547703 10.9335978724658
LLCFJYA15367901 11201641 11153679 153.303976406534 15.2293076504667
LLCFJYA17559702 11201731 11175597 141.082152263374 13.2939593936581
LLCFJYA15268201 11201541 11152682 163.464869346734 13.8809664057825
LLCFJYA16600802 11201621 11166008 150.772027667984 15.2270035479251
LLCFJYA17705703 11201731 11177057 155.640047619048 16.2316245265451
LLCFJYA15188802 11201531 11151888 147.847147091109 13.7593933190658
LLCFJYA16074303 11201641 11160743 141.704745704467 12.1183875171074
LLCFJYA15412301 11201611 11154123 155.643213279678 13.0742694457405
LLCFJYA15390501 11201611 11153905 215.417648351648 7.81165474414394
LLCFJYB20007605 12202021 12200076 171.245463336876 11.1212207815649
LLCFJYA18609609 11201832 11186096 141.673110723627 13.1315934415117
LLCFJYA18932711 11201912 11189327 154.289430359937 10.2436410784426
